"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 28 12:40:34 GMT 2024","Thu Mar 28 12:40:57 GMT 2024","22776","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Thu Mar 28 12:42:22 GMT 2024","Thu Mar 28 12:42:37 GMT 2024","14724","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"failed","Thu Mar 28 12:42:37 GMT 2024","Thu Mar 28 12:43:09 GMT 2024","32069","UI тесты","Управление билд конфигурациями","Удаление билд конфигурации","","","Удаление билд конфигурации под Супер Администратором","Авторизация Супер Администратором, создание проекта, билда и удаление билда"
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","151","API тесты","Управление проектами","Негативные сценарии","","","Проверка отсутствия прав на создание проекта","Проверяется невозможность создания проекта под определенными ролями"
"passed","Thu Mar 28 12:40:27 GMT 2024","Thu Mar 28 12:40:27 GMT 2024","116","API тесты","Управление билд конфигурациями","Негативные сценарии","","","Проверка невозможности создания билд конфигурации","Проверяется валидация с пустыми атрибутами билд конфигурации"
"passed","Thu Mar 28 12:42:22 GMT 2024","Thu Mar 28 12:42:34 GMT 2024","12510","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","184","API тесты","Управление запусками билдов","Негативные сценарии","","","Проверка невозможности запуска билда с невалидным id билд конфигурации",""
"passed","Thu Mar 28 12:40:29 GMT 2024","Thu Mar 28 12:40:29 GMT 2024","6","API тесты","Управление проектами","Негативные сценарии","","","Невозможность создания проекта с пустыми атрибутами","Проверяется валидация с пустыми атрибутами проекта"
"passed","Thu Mar 28 12:40:25 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","2501","API тесты","Управление билд конфигурациями","Создание билд конфигурации","","","Проверка создания билд конфигурации","Проверяется создание билд конфигурации"
"broken","Thu Mar 28 12:42:46 GMT 2024","Thu Mar 28 12:42:46 GMT 2024","8","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","116","API тесты","Управление проектами","Негативные сценарии","","","Проверка невозможности создания проектов с одинаковыми данными","Проверяется валидация DuplicateProjectNameException при повторном создании проекта с существующими данными"
"passed","Thu Mar 28 12:40:27 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","824","API тесты","Управление билд конфигурациями","Негативные сценарии","","","Невозможность создания билд конфигурации с одинаковыми данными","Проверяется валидация DuplicateExternalIdException при повторном создании билд конфигурации с существующими данными"
"failed","Thu Mar 28 12:40:56 GMT 2024","Thu Mar 28 12:41:27 GMT 2024","31629","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Супер Администратором","Авторизация Супер Администратором и создание проекта"
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","259","API тесты","Управление проектами","Создание проекта","","","Проверка создания проекта","Проверяется создание проекта и пополнение в общем списке проектов"
"failed","Thu Mar 28 12:41:46 GMT 2024","Thu Mar 28 12:42:19 GMT 2024","33138","UI тесты","Управление билд конфигурациями","Удаление билд конфигурации","","","Удаление билд конфигурации под Супер Администратором","Авторизация Супер Администратором, создание проекта, билда и удаление билда"
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","19","API тесты","Управление проектами","Негативные сценарии","","","Невозможность создания проекта с пустыми атрибутами","Проверяется валидация с пустыми атрибутами проекта"
"failed","Thu Mar 28 12:43:07 GMT 2024","Thu Mar 28 12:43:37 GMT 2024","30759","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Супер Администратором","Авторизация Супер Администратором и создание проекта"
"passed","Thu Mar 28 12:41:07 GMT 2024","Thu Mar 28 12:41:20 GMT 2024","12696","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Thu Mar 28 12:40:28 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","224","API тесты","Управление билд конфигурациями","Создание билд конфигурации","","","Проверка создания билд конфигурации","Проверяется создание билд конфигурации"
"passed","Thu Mar 28 12:38:46 GMT 2024","Thu Mar 28 12:40:19 GMT 2024","92918","Сетап для первого запуска TeamCity","test_set_up","","","","Сетап","Сетап для проверки правильности настройки тестовой среды:принятие пользовательского соглашения,инициализация БД,создание пользователя с ролью Администратор"
"passed","Thu Mar 28 12:40:27 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","266","API тесты","Управление проектами","Негативные сценарии","","","Проверка отсутствия прав на создание проекта","Проверяется невозможность создания проекта под определенными ролями"
"failed","Thu Mar 28 12:42:09 GMT 2024","Thu Mar 28 12:42:41 GMT 2024","32788","UI тесты","Управление запусками билдов","Запуск билда","","","Cоздание проекта, билд конфигурации, шага и запуск билда","Авторизация Супер Администратором, создание проекта, билд конфигурации, шага в командной строке и запуск билда"
"passed","Thu Mar 28 12:40:25 GMT 2024","Thu Mar 28 12:40:28 GMT 2024","2497","API тесты","Управление билд конфигурациями","Создание билд конфигурации","","","Проверка создания билд конфигурации","Проверяется создание билд конфигурации"
