"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 01 11:20:12 GMT 2024","Mon Apr 01 11:20:32 GMT 2024","20249","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Администратором","Авторизация Администратором и создание проекта"
"passed","Mon Apr 01 11:20:13 GMT 2024","Mon Apr 01 11:20:32 GMT 2024","18408","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Администратором","Авторизация Администратором и создание проекта"
"passed","Mon Apr 01 11:20:04 GMT 2024","Mon Apr 01 11:20:32 GMT 2024","27658","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Администратором","Авторизация Администратором и создание проекта"
"passed","Mon Apr 01 11:18:13 GMT 2024","Mon Apr 01 11:19:46 GMT 2024","93494","Сетап для первого запуска TeamCity","test_set_up","","","","Сетап","Сетап для проверки правильности настройки тестовой среды:принятие пользовательского соглашения,инициализация БД,создание пользователя с ролью Администратор"
