"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 19:13:36 GMT 2024","Tue Mar 26 19:13:46 GMT 2024","9766","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Tue Mar 26 19:10:31 GMT 2024","Tue Mar 26 19:10:36 GMT 2024","4968","API тесты","Управление запусками билдов","Запуск билда","","","Проверка запуска билда","Проверяется запуск и успешная работа билда"
"passed","Tue Mar 26 19:10:44 GMT 2024","Tue Mar 26 19:11:04 GMT 2024","20833","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Tue Mar 26 19:10:30 GMT 2024","Tue Mar 26 19:10:31 GMT 2024","185","API тесты","Управление билд конфигурациями","Негативные сценарии","","","Проверка отсутствия прав на создание билд конфигурации","Проверяется невозможность создания билд конфигурации под определёнными ролями"
"passed","Tue Mar 26 19:12:10 GMT 2024","Tue Mar 26 19:12:31 GMT 2024","20442","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"failed","Tue Mar 26 19:12:27 GMT 2024","Tue Mar 26 19:13:30 GMT 2024","62661","UI тесты","Управление проектами","Удаление проекта","","","Удаление проекта под Супер Администратором","Авторизация Супер Администратором, создание проекта и его удаление"
"passed","Tue Mar 26 19:10:30 GMT 2024","Tue Mar 26 19:10:30 GMT 2024","134","API тесты","Управление проектами","Негативные сценарии","","","Проверка отсутствия прав на создание проекта","Проверяется невозможность создания проекта под определенными ролями"
"passed","Tue Mar 26 19:10:30 GMT 2024","Tue Mar 26 19:10:31 GMT 2024","191","API тесты","Управление билд конфигурациями","Создание билд конфигурации","","","Проверка создания билд конфигурации","Проверяется создание билд конфигурации"
"passed","Tue Mar 26 19:13:38 GMT 2024","Tue Mar 26 19:13:51 GMT 2024","12421","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"failed","Tue Mar 26 19:11:04 GMT 2024","Tue Mar 26 19:12:08 GMT 2024","63388","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Супер Администратором","Авторизация Супер Администратором и создание проекта"
