"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 12:06:59 GMT 2024","Tue Mar 26 12:07:27 GMT 2024","28616","UI тесты","Управление билд конфигурациями","Удаление билд конфигурации","","","Удаление билд конфигурации под Супер Администратором","Авторизация Супер Администратором, создание проекта, билда и удаление билда"
"failed","Tue Mar 26 12:07:38 GMT 2024","Tue Mar 26 12:08:05 GMT 2024","27427","UI тесты","Управление билд конфигурациями","Cоздание билд конфигурации","","","Cоздание билд конфигурации и шага в билде Супер Администратором","Авторизация Супер Администратором, создание проекта, билд конфигурации и шага в командной строке"
"failed","Tue Mar 26 12:07:50 GMT 2024","Tue Mar 26 12:08:15 GMT 2024","24831","UI тесты","Управление проектами","Создание проекта","","","Cоздание проекта под Супер Администратором","Авторизация Супер Администратором и создание проекта"
"passed","Tue Mar 26 12:08:02 GMT 2024","Tue Mar 26 12:08:29 GMT 2024","26611","UI тесты","Управление проектами","Удаление проекта","","","Удаление проекта под Супер Администратором","Авторизация Супер Администратором, создание проекта и его удаление"
"passed","Tue Mar 26 12:06:38 GMT 2024","Tue Mar 26 12:06:38 GMT 2024","132","API тесты","Управление запусками билдов","Негативные сценарии","","","Проверка невозможности запуска билда с невалидным id билд конфигурации",""
"passed","Tue Mar 26 12:08:30 GMT 2024","Tue Mar 26 12:08:57 GMT 2024","26160","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Tue Mar 26 12:06:37 GMT 2024","Tue Mar 26 12:06:56 GMT 2024","18764","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"failed","Tue Mar 26 12:06:56 GMT 2024","Tue Mar 26 12:07:19 GMT 2024","22499","UI тесты","Управление билд конфигурациями","Cоздание билд конфигурации","","","Cоздание билд конфигурации и шага в билде Супер Администратором","Авторизация Супер Администратором, создание проекта, билд конфигурации и шага в командной строке"
"passed","Tue Mar 26 12:08:31 GMT 2024","Tue Mar 26 12:08:56 GMT 2024","25125","UI тесты","Проверка футера","Футер","","","Авторизация под разными ролями и проверка ссылок в футере",""
"passed","Tue Mar 26 12:06:31 GMT 2024","Tue Mar 26 12:06:31 GMT 2024","165","API тесты","Управление запусками билдов","Негативные сценарии","","","Проверка невозможности запуска билда с невалидным id билд конфигурации",""
